ip,datetime,size,year,month,day,hour,method_DELETE,method_GET,method_POST,url_/about.html,url_/contact.html,url_/index.html,url_/login,status_200,status_404,status_500,ip_encoded
9.221.4.102,2021-05-08 21:35:17,4591,2021,5,8,21,True,False,False,False,False,True,False,False,True,False,9221004102
12.199.39.120,2020-08-04 01:43:14,3449,2020,8,4,1,False,False,True,False,False,True,False,False,False,True,12199039120
251.168.248.60,2023-11-24 06:35:55,4668,2023,11,24,6,False,True,False,False,False,False,True,False,False,True,251168248060
80.146.128.227,2024-06-06 02:27:54,2754,2024,6,6,2,True,False,False,True,False,False,False,True,False,False,80146128227
5.125.55.250,2023-12-22 09:41:38,1520,2023,12,22,9,False,False,True,False,True,False,False,False,False,True,5125055250
3.140.135.113,2020-11-27 01:56:33,1043,2020,11,27,1,True,False,False,False,False,False,True,False,False,True,3140135113
3.121.39.126,2021-07-20 18:51:45,1295,2021,7,20,18,False,False,True,False,True,False,False,False,False,True,3121039126
126.248.165.54,2021-11-26 08:36:28,3040,2021,11,26,8,False,True,False,False,False,False,True,False,False,True,126248165054
223.58.191.79,2023-12-09 10:58:10,4173,2023,12,9,10,False,False,True,False,False,True,False,True,False,False,223058191079
62.220.24.25,2022-04-12 17:56:52,1210,2022,4,12,17,True,False,False,False,False,True,False,True,False,False,62220024025
14.224.6.102,2021-05-30 13:20:01,4492,2021,5,30,13,False,False,True,True,False,False,False,True,False,False,14224006102
94.140.233.21,2024-10-28 07:50:50,1792,2024,10,28,7,False,False,True,False,True,False,False,True,False,False,94140233021
252.138.101.179,2020-03-11 16:49:33,4782,2020,3,11,16,True,False,False,False,False,True,False,False,False,True,252138101179
138.30.253.87,2023-04-09 14:55:01,4487,2023,4,9,14,False,True,False,False,False,True,False,True,False,False,138030253087
207.106.99.144,2022-11-04 22:09:32,2001,2022,11,4,22,False,False,True,False,False,False,True,True,False,False,207106099144
150.233.73.175,2022-06-11 08:58:31,3871,2022,6,11,8,False,True,False,False,False,False,True,False,True,False,150233073175
14.150.12.226,2024-01-30 16:58:24,1730,2024,1,30,16,True,False,False,False,True,False,False,True,False,False,14150012226
59.136.109.7,2021-10-07 15:20:22,4156,2021,10,7,15,False,True,False,False,False,False,True,False,False,True,59136109007
74.128.83.66,2022-09-29 01:01:37,4638,2022,9,29,1,False,True,False,True,False,False,False,False,True,False,74128083066
17.70.182.70,2024-01-09 18:52:01,2926,2024,1,9,18,False,True,False,False,True,False,False,False,False,True,17070182070
61.10.78.22,2022-02-21 17:15:52,3072,2022,2,21,17,False,True,False,True,False,False,False,False,True,False,61010078022
117.144.49.36,2022-10-08 06:27:36,4526,2022,10,8,6,False,False,True,False,False,False,True,False,True,False,117144049036
173.26.83.79,2020-02-14 11:49:50,3121,2020,2,14,11,False,True,False,False,False,False,True,False,False,True,173026083079
159.252.212.164,2023-01-27 19:30:10,1467,2023,1,27,19,True,False,False,False,False,False,True,False,True,False,159252212164
9.216.27.138,2021-06-21 15:29:33,4137,2021,6,21,15,True,False,False,False,True,False,False,False,False,True,9216027138
23.56.236.226,2021-09-11 04:10:12,3443,2021,9,11,4,False,False,True,False,False,True,False,True,False,False,23056236226
51.254.182.159,2020-03-13 08:34:46,1442,2020,3,13,8,False,True,False,False,True,False,False,False,False,True,51254182159
231.171.101.144,2023-06-20 09:31:00,1610,2023,6,20,9,False,False,True,False,True,False,False,True,False,False,231171101144
191.195.133.163,2021-12-04 03:34:42,4059,2021,12,4,3,False,True,False,False,False,True,False,False,True,False,191195133163
36.64.189.253,2024-02-18 04:11:38,1445,2024,2,18,4,False,False,True,False,True,False,False,False,True,False,36064189253
103.224.169.156,2022-08-07 07:59:19,3935,2022,8,7,7,True,False,False,False,True,False,False,False,False,True,103224169156
167.161.106.127,2024-10-17 15:27:33,4139,2024,10,17,15,False,False,True,False,True,False,False,False,True,False,167161106127
67.21.48.153,2023-07-02 01:28:54,2512,2023,7,2,1,False,True,False,False,True,False,False,False,True,False,67021048153
71.140.125.246,2021-08-22 03:10:44,2145,2021,8,22,3,False,False,True,False,False,False,True,True,False,False,71140125246
83.98.225.232,2020-09-06 17:14:55,2909,2020,9,6,17,True,False,False,False,False,False,True,False,False,True,83098225232
199.193.103.177,2022-12-18 03:45:00,1420,2022,12,18,3,True,False,False,True,False,False,False,False,False,True,199193103177
91.204.125.165,2022-11-19 02:39:14,4106,2022,11,19,2,False,False,True,False,True,False,False,False,False,True,91204125165
253.27.183.37,2021-09-06 13:50:55,2611,2021,9,6,13,False,False,True,False,True,False,False,False,True,False,253027183037
222.236.117.71,2021-05-09 17:16:42,4113,2021,5,9,17,False,True,False,False,False,True,False,False,False,True,222236117071
106.119.34.145,2023-01-10 07:56:37,3208,2023,1,10,7,False,False,True,False,False,False,True,False,False,True,106119034145
77.226.72.157,2023-09-30 02:51:13,1165,2023,9,30,2,False,False,True,False,False,False,True,True,False,False,77226072157
177.138.32.21,2022-01-08 21:06:26,1371,2022,1,8,21,True,False,False,False,False,True,False,False,False,True,177138032021
167.34.143.185,2020-08-19 02:33:38,2522,2020,8,19,2,False,False,True,False,False,True,False,True,False,False,167034143185
